Packet Number,Source MAC,Destination MAC,EtherType,IP Version,Source IP,Destination IP,Header Length (bytes),Total Length (bytes),TTL,Protocol,Checksum,Flags,Fragment Offset,Identification,Source Port,Destination Port,Sequence Number,Acknowledgment Number,TCP Flags,Window Size,Urgent Pointer
82,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,39231.0,DF,0.0,28027.0,54224.0,5000.0,1382990731.0,3740495048.0,A,331.0,0.0
83,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,37269.0,DF,0.0,28028.0,54224.0,5000.0,1382992179.0,3740495048.0,A,331.0,0.0
84,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,22186.0,DF,0.0,16781.0,5000.0,54224.0,3740495048.0,1382986387.0,A,330.0,0.0
85,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,35278.0,DF,0.0,28029.0,54224.0,5000.0,1382993627.0,3740495048.0,A,331.0,0.0
86,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,35886.0,DF,0.0,28030.0,54224.0,5000.0,1382995075.0,3740495048.0,A,331.0,0.0
87,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,33924.0,DF,0.0,28031.0,54224.0,5000.0,1382996523.0,3740495048.0,A,331.0,0.0
88,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,31962.0,DF,0.0,28032.0,54224.0,5000.0,1382997971.0,3740495048.0,A,331.0,0.0
89,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,20725.0,DF,0.0,16782.0,5000.0,54224.0,3740495048.0,1382987835.0,A,330.0,0.0
90,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,29996.0,DF,0.0,28033.0,54224.0,5000.0,1382999419.0,3740495048.0,A,331.0,0.0
91,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,17672.0,DF,0.0,16783.0,5000.0,54224.0,3740495048.0,1382990731.0,A,330.0,0.0
92,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,27878.0,DF,0.0,28034.0,54224.0,5000.0,1383000867.0,3740495048.0,A,331.0,0.0
93,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,28486.0,DF,0.0,28035.0,54224.0,5000.0,1383002315.0,3740495048.0,A,331.0,0.0
94,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,14764.0,DF,0.0,16784.0,5000.0,54224.0,3740495048.0,1382993627.0,A,330.0,0.0
95,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,26512.0,DF,0.0,28036.0,54224.0,5000.0,1383003763.0,3740495048.0,A,331.0,0.0
96,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,24550.0,DF,0.0,28037.0,54224.0,5000.0,1383005211.0,3740495048.0,A,331.0,0.0
97,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,11838.0,DF,0.0,16785.0,5000.0,54224.0,3740495048.0,1382996523.0,A,330.0,0.0
98,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,22558.0,DF,0.0,28038.0,54224.0,5000.0,1383006659.0,3740495048.0,A,331.0,0.0
99,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,20588.0,DF,0.0,28039.0,54224.0,5000.0,1383008107.0,3740495048.0,PA,331.0,0.0
100,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,8937.0,DF,0.0,16786.0,5000.0,54224.0,3740495048.0,1382999419.0,A,330.0,0.0
101,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,21195.0,DF,0.0,28040.0,54224.0,5000.0,1383009555.0,3740495048.0,A,331.0,0.0
102,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,19233.0,DF,0.0,28041.0,54224.0,5000.0,1383011003.0,3740495048.0,A,331.0,0.0
103,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,7441.0,DF,0.0,16787.0,5000.0,54224.0,3740495048.0,1383000867.0,A,330.0,0.0
104,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,17179.0,DF,0.0,28042.0,54224.0,5000.0,1383012451.0,3740495048.0,A,331.0,0.0
105,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,15217.0,DF,0.0,28043.0,54224.0,5000.0,1383013899.0,3740495048.0,A,331.0,0.0
106,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,4438.0,DF,0.0,16788.0,5000.0,54224.0,3740495048.0,1383003763.0,A,330.0,0.0
107,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,13197.0,DF,0.0,28044.0,54224.0,5000.0,1383015347.0,3740495048.0,A,331.0,0.0
108,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,13805.0,DF,0.0,28045.0,54224.0,5000.0,1383016795.0,3740495048.0,A,331.0,0.0
109,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,1530.0,DF,0.0,16789.0,5000.0,54224.0,3740495048.0,1383006659.0,A,330.0,0.0
110,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,11830.0,DF,0.0,28046.0,54224.0,5000.0,1383018243.0,3740495048.0,A,331.0,0.0
111,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,9868.0,DF,0.0,28047.0,54224.0,5000.0,1383019691.0,3740495048.0,A,331.0,0.0
112,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,64139.0,DF,0.0,16790.0,5000.0,54224.0,3740495048.0,1383009555.0,A,330.0,0.0
113,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,7877.0,DF,0.0,28048.0,54224.0,5000.0,1383021139.0,3740495048.0,A,331.0,0.0
114,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,5915.0,DF,0.0,28049.0,54224.0,5000.0,1383022587.0,3740495048.0,A,331.0,0.0
115,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,61235.0,DF,0.0,16791.0,5000.0,54224.0,3740495048.0,1383012451.0,A,330.0,0.0
116,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,6514.0,DF,0.0,28050.0,54224.0,5000.0,1383024035.0,3740495048.0,A,331.0,0.0
117,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,4552.0,DF,0.0,28051.0,54224.0,5000.0,1383025483.0,3740495048.0,A,331.0,0.0
118,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,58247.0,DF,0.0,16792.0,5000.0,54224.0,3740495048.0,1383015347.0,A,330.0,0.0
119,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,2498.0,DF,0.0,28052.0,54224.0,5000.0,1383026931.0,3740495048.0,A,331.0,0.0
120,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,536.0,DF,0.0,28053.0,54224.0,5000.0,1383028379.0,3740495048.0,A,331.0,0.0
121,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,64109.0,DF,0.0,28054.0,54224.0,5000.0,1383029827.0,3740495048.0,A,331.0,0.0
122,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,55293.0,DF,0.0,16793.0,5000.0,54224.0,3740495048.0,1383018243.0,A,330.0,0.0
123,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,64659.0,DF,0.0,28055.0,54224.0,5000.0,1383031275.0,3740495048.0,A,331.0,0.0
124,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,62697.0,DF,0.0,28056.0,54224.0,5000.0,1383032723.0,3740495048.0,A,331.0,0.0
125,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,52383.0,DF,0.0,16794.0,5000.0,54224.0,3740495048.0,1383021139.0,A,330.0,0.0
126,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,60722.0,DF,0.0,28057.0,54224.0,5000.0,1383034171.0,3740495048.0,A,331.0,0.0
127,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,58760.0,DF,0.0,28058.0,54224.0,5000.0,1383035619.0,3740495048.0,A,331.0,0.0
128,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,49459.0,DF,0.0,16795.0,5000.0,54224.0,3740495048.0,1383024035.0,A,330.0,0.0
129,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,56769.0,DF,0.0,28059.0,54224.0,5000.0,1383037067.0,3740495048.0,A,331.0,0.0
130,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,57377.0,DF,0.0,28060.0,54224.0,5000.0,1383038515.0,3740495048.0,A,331.0,0.0
131,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,46553.0,DF,0.0,16796.0,5000.0,54224.0,3740495048.0,1383026931.0,A,330.0,0.0
132,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,55405.0,DF,0.0,28061.0,54224.0,5000.0,1383039963.0,3740495048.0,A,331.0,0.0
133,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,53443.0,DF,0.0,28062.0,54224.0,5000.0,1383041411.0,3740495048.0,A,331.0,0.0
134,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,51481.0,DF,0.0,28063.0,54224.0,5000.0,1383042859.0,3740495048.0,A,331.0,0.0
135,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,43565.0,DF,0.0,16797.0,5000.0,54224.0,3740495048.0,1383029827.0,A,330.0,0.0
136,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,49427.0,DF,0.0,28064.0,54224.0,5000.0,1383044307.0,3740495048.0,A,331.0,0.0
137,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,50035.0,DF,0.0,28065.0,54224.0,5000.0,1383045755.0,3740495048.0,A,331.0,0.0
138,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,39197.0,DF,0.0,16798.0,5000.0,54224.0,3740495048.0,1383034171.0,A,325.0,0.0
139,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,48015.0,DF,0.0,28066.0,54224.0,5000.0,1383047203.0,3740495048.0,A,331.0,0.0
140,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,46053.0,DF,0.0,28067.0,54224.0,5000.0,1383048651.0,3740495048.0,A,331.0,0.0
141,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,36260.0,DF,0.0,16799.0,5000.0,54224.0,3740495048.0,1383037067.0,A,325.0,0.0
142,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,44079.0,DF,0.0,28068.0,54224.0,5000.0,1383050099.0,3740495048.0,A,331.0,0.0
143,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,42109.0,DF,0.0,28069.0,54224.0,5000.0,1383051547.0,3740495048.0,PA,331.0,0.0
144,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,33334.0,DF,0.0,16800.0,5000.0,54224.0,3740495048.0,1383039963.0,A,325.0,0.0
145,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,2348.0,DF,0.0,28070.0,54224.0,5000.0,1383052995.0,3740495048.0,A,331.0,0.0
146,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,40733.0,DF,0.0,28071.0,54224.0,5000.0,1383054443.0,3740495048.0,A,331.0,0.0
147,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,30428.0,DF,0.0,16801.0,5000.0,54224.0,3740495048.0,1383042859.0,A,325.0,0.0
148,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,38762.0,DF,0.0,28072.0,54224.0,5000.0,1383055891.0,3740495048.0,A,331.0,0.0
149,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,36800.0,DF,0.0,28073.0,54224.0,5000.0,1383057339.0,3740495048.0,A,331.0,0.0
150,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,34838.0,DF,0.0,28074.0,54224.0,5000.0,1383058787.0,3740495048.0,A,331.0,0.0
151,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,35446.0,DF,0.0,28075.0,54224.0,5000.0,1383060235.0,3740495048.0,A,331.0,0.0
152,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,28931.0,DF,0.0,16802.0,5000.0,54224.0,3740495048.0,1383044307.0,A,330.0,0.0
153,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,33396.0,DF,0.0,28076.0,54224.0,5000.0,1383061683.0,3740495048.0,A,331.0,0.0
154,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,25987.0,DF,0.0,16803.0,5000.0,54224.0,3740495048.0,1383047203.0,A,330.0,0.0
155,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,31430.0,DF,0.0,28077.0,54224.0,5000.0,1383063131.0,3740495048.0,A,331.0,0.0
156,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,29468.0,DF,0.0,28078.0,54224.0,5000.0,1383064579.0,3740495048.0,A,331.0,0.0
157,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,23033.0,DF,0.0,16804.0,5000.0,54224.0,3740495048.0,1383050099.0,A,330.0,0.0
158,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,27447.0,DF,0.0,28079.0,54224.0,5000.0,1383066027.0,3740495048.0,A,331.0,0.0
159,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,28055.0,DF,0.0,28080.0,54224.0,5000.0,1383067475.0,3740495048.0,A,331.0,0.0
160,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,20125.0,DF,0.0,16805.0,5000.0,54224.0,3740495048.0,1383052995.0,A,330.0,0.0
161,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,26081.0,DF,0.0,28081.0,54224.0,5000.0,1383068923.0,3740495048.0,A,331.0,0.0
162,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,24119.0,DF,0.0,28082.0,54224.0,5000.0,1383070371.0,3740495048.0,A,331.0,0.0
163,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,17199.0,DF,0.0,16806.0,5000.0,54224.0,3740495048.0,1383055891.0,A,330.0,0.0
164,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,22128.0,DF,0.0,28083.0,54224.0,5000.0,1383071819.0,3740495048.0,A,331.0,0.0
165,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,20158.0,DF,0.0,28084.0,54224.0,5000.0,1383073267.0,3740495048.0,PA,331.0,0.0
166,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,14294.0,DF,0.0,16807.0,5000.0,54224.0,3740495048.0,1383058787.0,A,330.0,0.0
167,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,20764.0,DF,0.0,28085.0,54224.0,5000.0,1383074715.0,3740495048.0,A,331.0,0.0
168,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,18802.0,DF,0.0,28086.0,54224.0,5000.0,1383076163.0,3740495048.0,A,331.0,0.0
169,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,11394.0,DF,0.0,16808.0,5000.0,54224.0,3740495048.0,1383061683.0,A,330.0,0.0
170,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,16831.0,DF,0.0,28087.0,54224.0,5000.0,1383077611.0,3740495048.0,A,331.0,0.0
171,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,14869.0,DF,0.0,28088.0,54224.0,5000.0,1383079059.0,3740495048.0,A,331.0,0.0
172,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,8413.0,DF,0.0,16809.0,5000.0,54224.0,3740495048.0,1383064579.0,A,330.0,0.0
173,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,12825.0,DF,0.0,28089.0,54224.0,5000.0,1383080507.0,3740495048.0,A,331.0,0.0
174,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,13433.0,DF,0.0,28090.0,54224.0,5000.0,1383081955.0,3740495048.0,A,331.0,0.0
175,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,4042.0,DF,0.0,16810.0,5000.0,54224.0,3740495048.0,1383068923.0,A,325.0,0.0
176,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,11412.0,DF,0.0,28091.0,54224.0,5000.0,1383083403.0,3740495048.0,A,331.0,0.0
177,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,9450.0,DF,0.0,28092.0,54224.0,5000.0,1383084851.0,3740495048.0,A,331.0,0.0
178,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,7488.0,DF,0.0,28093.0,54224.0,5000.0,1383086299.0,3740495048.0,A,331.0,0.0
179,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,5526.0,DF,0.0,28094.0,54224.0,5000.0,1383087747.0,3740495048.0,A,331.0,0.0
180,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,1104.0,DF,0.0,16811.0,5000.0,54224.0,3740495048.0,1383071819.0,A,325.0,0.0
181,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,6121.0,DF,0.0,28095.0,54224.0,5000.0,1383089195.0,3740495048.0,A,331.0,0.0
182,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,4159.0,DF,0.0,28096.0,54224.0,5000.0,1383090643.0,3740495048.0,A,331.0,0.0
183,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,63715.0,DF,0.0,16812.0,5000.0,54224.0,3740495048.0,1383074715.0,A,325.0,0.0
184,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,2169.0,DF,0.0,28097.0,54224.0,5000.0,1383092091.0,3740495048.0,A,331.0,0.0
185,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,207.0,DF,0.0,28098.0,54224.0,5000.0,1383093539.0,3740495048.0,A,331.0,0.0
186,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,60809.0,DF,0.0,16813.0,5000.0,54224.0,3740495048.0,1383077611.0,A,325.0,0.0
187,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,63770.0,DF,0.0,28099.0,54224.0,5000.0,1383094987.0,3740495048.0,A,331.0,0.0
188,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,57903.0,DF,0.0,16814.0,5000.0,54224.0,3740495048.0,1383080507.0,A,325.0,0.0
189,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,64368.0,DF,0.0,28100.0,54224.0,5000.0,1383096435.0,3740495048.0,A,331.0,0.0
190,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,62406.0,DF,0.0,28101.0,54224.0,5000.0,1383097883.0,3740495048.0,A,331.0,0.0
191,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,54925.0,DF,0.0,16815.0,5000.0,54224.0,3740495048.0,1383083403.0,A,325.0,0.0
