tcp_80_connections,tcp_443_connections,udp_443_connections
"('149.198.202.137', 62510, '222.9.85.15', 80)",,
"('164.143.194.223', 2062, '95.0.100.22', 80)",,
"('117.39.122.102', 1480, '192.114.236.80', 80)",,
"('186.145.10.19', 1784, '193.44.195.51', 80)",,
"('44.46.75.178', 80, '164.88.48.132', 57873)",,
"('193.176.204.59', 1940, '212.96.226.244', 80)",,
"('44.108.159.6', 80, '193.188.224.94', 47003)",,
"('199.98.138.2', 80, '161.32.2.115', 35477)",,
"('221.224.105.200', 80, '161.32.133.174', 21167)",,
"('192.114.235.26', 80, '192.154.10.94', 5319)",,
"('145.120.117.44', 2197, '44.206.249.1', 80)",,
"('88.165.71.197', 80, '164.88.48.132', 57870)",,
"('193.188.203.82', 1922, '47.15.248.29', 80)",,
"('160.72.170.98', 80, '92.16.190.133', 57883)",,
"('161.32.7.83', 80, '35.27.159.28', 56947)",,
"('193.202.28.116', 26754, '164.66.46.8', 80)",,
"('164.93.58.28', 2507, '47.241.12.217', 80)",,
"('213.96.240.242', 80, '161.32.8.4', 3979)",,
"('193.188.224.94', 47003, '44.108.159.6', 80)",,
"('69.68.216.198', 80, '161.32.9.231', 1965)",,
"('182.56.80.154', 24692, '11.43.102.110', 80)",,
"('221.113.182.218', 52810, '192.114.235.26', 80)",,
"('198.152.35.225', 80, '164.143.80.38', 3218)",,
"('145.120.2.112', 37737, '11.43.100.20', 80)",,
"('161.32.248.111', 1830, '52.144.27.35', 80)",,
"('149.198.202.136', 60729, '44.206.252.163', 80)",,
"('164.93.70.235', 47304, '212.30.112.42', 80)",,
"('186.145.101.153', 49640, '193.44.201.172', 80)",,
"('164.66.234.130', 80, '35.27.192.9', 42600)",,
"('213.24.144.85', 80, '161.32.74.144', 4138)",,
"('50.218.125.142', 80, '193.188.202.26', 4020)",,
"('161.32.17.240', 80, '176.36.212.91', 1222)",,
"('149.198.149.188', 80, '152.46.249.71', 33463)",,
"('164.93.70.235', 47348, '212.30.112.42', 80)",,
"('35.27.76.64', 33504, '161.32.5.107', 80)",,
"('160.26.149.249', 21669, '107.10.152.224', 80)",,
"('46.224.98.187', 80, '164.143.176.84', 50063)",,
"('160.26.149.249', 55961, '205.214.140.249', 80)",,
"('54.119.99.207', 80, '164.66.46.8', 36955)",,
"('161.32.177.98', 54504, '46.224.98.177', 80)",,
"('200.105.170.38', 80, '164.66.234.91', 61302)",,
"('212.48.1.166', 80, '161.32.24.44', 40462)",,
"('193.188.201.199', 2219, '42.65.141.114', 80)",,
"('164.93.32.205', 1433, '212.102.218.153', 80)",,
"('192.85.32.223', 47894, '213.23.207.114', 80)",,
"('92.198.149.97', 42125, '164.66.90.37', 80)",,
"('46.224.114.69', 40904, '164.66.245.70', 80)",,
"('214.204.142.120', 80, '193.188.201.182', 52059)",,
"('164.93.91.142', 64112, '193.44.201.172', 80)",,
"('193.176.24.117', 80, '221.5.127.207', 4502)",,
"('161.32.5.77', 1075, '198.102.75.182', 80)",,
"('161.32.6.194', 4389, '212.199.143.101', 80)",,
"('161.32.12.41', 3310, '92.71.100.13', 80)",,
"('160.26.149.249', 21652, '107.10.152.224', 80)",,
"('46.224.98.187', 80, '161.32.242.15', 60706)",,
"('164.66.46.8', 59269, '214.225.89.0', 80)",,
"('198.210.162.78', 44116, '164.66.198.56', 80)",,
"('149.198.202.137', 62253, '222.9.85.15', 80)",,
"('46.224.98.187', 80, '193.188.201.199', 1996)",,
"('164.93.48.13', 62228, '11.43.102.22', 80)",,
"('213.76.211.165', 53251, '192.114.235.26', 80)",,
"('164.93.41.167', 46339, '192.182.115.226', 80)",,
"('164.66.46.8', 80, '214.28.137.81', 2241)",,
"('161.32.74.61', 54210, '222.76.130.164', 80)",,
"('164.66.88.212', 39981, '95.46.233.20', 80)",,
"('164.66.200.87', 1469, '198.210.216.94', 80)",,
"('198.210.80.18', 80, '161.32.88.218', 46188)",,
"('164.66.46.8', 80, '49.130.2.24', 57651)",,
"('44.86.114.174', 1726, '145.120.188.67', 80)",,
"('161.32.198.32', 3439, '198.210.200.55', 80)",,
"('220.75.138.83', 55328, '192.114.237.209', 80)",,
"('149.198.202.137', 61208, '222.16.225.37', 80)",,
"('164.93.168.156', 52429, '52.144.27.81', 80)",,
"('193.188.201.199', 1802, '213.23.207.114', 80)",,
"('186.145.104.201', 3431, '11.43.102.85', 80)",,
"('46.224.98.187', 80, '161.32.74.61', 54213)",,
"('46.224.123.212', 40641, '161.32.173.163', 80)",,
"('164.93.34.104', 7580, '46.180.20.128', 80)",,
"('160.26.149.249', 21676, '107.10.152.224', 80)",,
"('164.93.49.95', 20086, '11.43.102.17', 80)",,
"('164.93.242.21', 49259, '193.44.201.172', 80)",,
"('193.176.213.120', 51322, '46.224.98.187', 80)",,
"('161.32.38.70', 80, '212.36.40.221', 3380)",,
"('164.66.234.15', 80, '46.224.114.64', 62373)",,
"('161.32.65.172', 1661, '214.206.51.78', 80)",,
"('161.32.74.61', 54211, '222.76.130.164', 80)",,
"('164.143.194.41', 37829, '104.165.119.1', 80)",,
"('149.198.202.136', 60917, '45.6.247.40', 80)",,
"('149.198.161.92', 39529, '200.105.170.11', 80)",,
"('161.32.248.96', 2513, '213.80.50.47', 80)",,
"('193.176.28.14', 53677, '11.43.102.29', 80)",,
"('193.188.224.94', 24239, '197.202.86.199', 80)",,
"('161.32.177.164', 24837, '44.206.250.35', 80)",,
"('149.198.202.136', 60797, '46.7.243.70', 80)",,
"('164.66.234.200', 80, '202.210.44.183', 57941)",,
"('193.176.206.49', 3421, '44.35.98.108', 80)",,
"('214.206.51.57', 80, '161.32.65.172', 1533)",,
"('164.66.46.8', 80, '193.202.28.116', 26754)",,
"('149.198.202.136', 60986, '46.224.98.177', 80)",,
"('149.198.202.136', 60942, '46.224.98.187', 80)",,
"('149.198.202.136', 60844, '222.9.85.15', 80)",,
"('149.198.202.136', 60978, '45.203.202.14', 80)",,
"('161.32.4.192', 2985, '46.224.98.187', 80)",,
"('186.145.177.144', 3445, '212.18.193.166', 80)",,
"('164.66.226.190', 54284, '92.198.144.54', 80)",,
"('161.32.131.65', 2612, '215.4.48.99', 80)",,
"('149.198.202.136', 60518, '208.13.101.125', 80)",,
"('149.198.203.99', 65110, '42.65.173.78', 80)",,
"('164.93.37.66', 1840, '46.180.20.133', 80)",,
"('149.198.202.136', 60999, '208.132.72.77', 80)",,
"('95.107.153.204', 1801, '192.114.236.80', 80)",,
"('164.66.65.12', 1950, '92.11.240.130', 80)",,
"('11.43.100.83', 80, '193.188.201.199', 2203)",,
"('145.120.188.50', 80, '48.204.30.62', 62861)",,
"('54.119.99.207', 80, '164.66.46.8', 49345)",,
"('193.188.203.82', 2985, '44.108.149.56', 80)",,
"('145.120.29.45', 2765, '192.22.208.50', 80)",,
"('164.66.234.200', 80, '46.224.123.88', 46622)",,
"('160.26.216.171', 62849, '221.167.56.8', 80)",,
"('193.188.201.171', 46586, '44.206.252.141', 80)",,
"('149.198.202.137', 62351, '222.9.85.15', 80)",,
"('145.120.5.48', 2282, '92.90.79.213', 80)",,
"('182.56.80.63', 80, '192.144.135.64', 46073)",,
"('192.114.238.37', 1918, '212.100.188.42', 80)",,
"('145.120.96.234', 50960, '46.224.98.187', 80)",,
"('186.145.177.144', 3449, '212.18.193.166', 80)",,
"('161.32.81.203', 61344, '45.171.216.174', 80)",,
"('149.198.202.136', 60868, '222.9.85.15', 80)",,
"('161.32.2.115', 35460, '46.224.98.177', 80)",,
"('186.145.138.214', 2825, '11.43.102.22', 80)",,
"('164.66.88.137', 80, '32.163.67.27', 3466)",,
"('193.188.203.82', 1336, '54.166.72.11', 80)",,
"('161.32.131.65', 49689, '120.160.149.132', 80)",,
"('145.120.98.19', 3985, '212.102.220.191', 80)",,
"('182.56.80.63', 80, '93.104.202.38', 3491)",,
"('164.66.226.190', 54276, '92.198.144.54', 80)",,
"('161.32.38.70', 80, '212.36.40.221', 3370)",,
"('88.164.75.117', 1288, '192.114.235.26', 80)",,
"('164.93.178.230', 2978, '11.43.102.40', 80)",,
"('44.206.249.138', 80, '161.32.85.62', 4185)",,
"('186.145.136.85', 35319, '11.43.102.40', 80)",,
"('214.206.51.136', 80, '161.32.65.172', 1666)",,
"('161.32.76.46', 3702, '46.224.98.177', 80)",,
"('161.32.74.0', 49868, '193.44.192.11', 80)",,
"('149.198.202.136', 60852, '46.224.98.177', 80)",,
"('44.206.252.198', 80, '193.188.201.199', 1179)",,
"('186.145.100.124', 57051, '92.187.146.82', 80)",,
"('149.198.202.136', 60895, '222.9.85.15', 80)",,
"('223.151.202.134', 80, '161.32.173.69', 34271)",,
"('186.145.201.39', 56444, '212.82.73.104', 80)",,
"('149.198.202.136', 60994, '35.24.147.128', 80)",,
"('186.145.201.39', 56453, '212.30.122.92', 80)",,
"('214.206.51.72', 80, '161.32.65.172', 1650)",,
"('149.198.202.137', 62346, '44.206.252.163', 80)",,
"('161.32.131.24', 48599, '198.210.199.21', 80)",,
"('193.188.203.82', 1807, '94.216.95.107', 80)",,
"('149.198.202.136', 60716, '199.27.125.18', 80)",,
"('92.198.149.97', 42124, '164.66.90.37', 80)",,
"('149.198.149.188', 80, '152.46.249.71', 34202)",,
"('11.43.102.29', 80, '193.176.28.14', 53676)",,
"('161.33.77.98', 34929, '200.134.183.183', 80)",,
"('161.32.173.69', 33835, '223.151.202.134', 80)",,
"('53.239.112.80', 1135, '192.114.236.80', 80)",,
"('195.64.53.76', 19543, '192.114.235.26', 80)",,
"('145.120.105.53', 1735, '213.80.60.199', 80)",,
"('161.32.0.110', 1066, '221.224.108.254', 80)",,
"('193.188.203.82', 1608, '146.212.140.167', 80)",,
"('222.20.75.186', 80, '164.66.92.141', 56315)",,
"('92.11.240.132', 80, '193.188.203.82', 1976)",,
"('145.120.34.64', 2202, '44.206.252.199', 80)",,
"('161.32.173.69', 34573, '46.210.204.80', 80)",,
"('35.27.208.91', 55463, '164.66.234.130', 80)",,
"('145.120.98.19', 3974, '46.224.98.177', 80)",,
"('164.66.234.131', 80, '202.36.49.108', 57794)",,
"('35.21.253.77', 80, '161.32.178.110', 20709)",,
"('193.188.203.82', 1854, '94.216.95.107', 80)",,
"('192.114.235.26', 80, '221.113.182.218', 52810)",,
"('223.151.202.134', 80, '161.32.173.69', 33839)",,
"('161.32.0.80', 1324, '193.193.74.162', 80)",,
"('149.198.202.137', 62218, '215.154.127.189', 80)",,
"('164.143.209.21', 3249, '11.43.100.100', 80)",,
"('160.26.149.249', 21678, '107.10.152.224', 80)",,
"('161.32.71.29', 80, '44.35.65.149', 61916)",,
"('161.32.9.231', 1963, '69.68.216.198', 80)",,
"('149.198.202.136', 60953, '44.206.224.67', 80)",,
"('192.114.236.80', 80, '52.133.105.97', 16355)",,
"('161.32.133.174', 21172, '221.224.105.200', 80)",,
"('212.181.248.104', 43347, '192.114.235.26', 80)",,
"('160.26.149.28', 15009, '221.167.56.10', 80)",,
"('213.23.207.114', 80, '193.188.201.199', 2218)",,
"('149.198.202.136', 58431, '11.43.100.71', 80)",,
"('192.114.236.80', 80, '92.250.93.70', 2300)",,
"('193.176.28.14', 53679, '11.43.102.29', 80)",,
"('192.114.236.27', 80, '220.75.138.83', 55310)",,
"('149.198.202.136', 60923, '192.182.105.20', 80)",,
"('161.33.115.94', 3372, '45.161.17.183', 80)",,
"('92.198.144.54', 80, '164.66.226.190', 54290)",,
"('198.210.199.27', 80, '161.32.131.25', 48785)",,
"('161.32.13.64', 1659, '162.100.235.43', 80)",,
"('192.188.244.205', 50550, '192.114.235.26', 80)",,
"('160.26.149.249', 21661, '107.10.152.224', 80)",,
"('161.32.173.69', 34477, '46.210.204.80', 80)",,
"('161.32.133.174', 21031, '212.100.188.42', 80)",,
"('193.188.203.82', 1981, '192.194.21.219', 80)",,
"('149.198.202.136', 61000, '222.9.85.50', 80)",,
"('11.43.100.8', 80, '193.188.203.82', 3579)",,
"('161.32.248.111', 1828, '52.144.27.35', 80)",,
"('182.56.80.154', 23341, '11.43.102.110', 80)",,
"('149.198.202.136', 60826, '192.182.105.95', 80)",,
"('92.11.240.168', 80, '161.32.168.19', 1847)",,
"('194.39.68.107', 61020, '192.114.236.80', 80)",,
"('193.44.201.172', 80, '164.88.48.135', 53364)",,
"('182.56.80.154', 29883, '221.167.56.41', 80)",,
"('212.165.145.191', 13516, '192.114.232.238', 80)",,
"('149.198.202.137', 62399, '196.18.64.189', 80)",,
"('11.43.100.100', 80, '164.143.213.44', 1799)",,
"('164.93.10.185', 35715, '213.24.134.238', 80)",,
"('149.198.161.92', 47701, '200.105.170.11', 80)",,
"('161.32.12.92', 1557, '198.210.73.173', 80)",,
"('145.120.116.161', 2903, '11.43.100.41', 80)",,
"('193.188.208.221', 4235, '212.199.141.67', 80)",,
"('44.206.249.1', 80, '145.120.117.44', 2197)",,
"('161.32.85.62', 4185, '44.206.249.138', 80)",,
"('46.224.98.187', 80, '161.32.132.72', 1797)",,
"('161.33.115.94', 3665, '45.161.17.183', 80)",,
"('161.32.5.77', 1199, '46.224.98.177', 80)",,
"('192.85.7.179', 46000, '193.44.201.172', 80)",,
"('145.120.37.192', 1711, '46.224.98.177', 80)",,
"('160.72.170.96', 80, '92.200.36.197', 61326)",,
"('88.165.95.59', 80, '164.88.48.135', 53422)",,
"('161.32.0.80', 1316, '46.224.98.177', 80)",,
"('161.32.30.159', 55353, '222.76.136.58', 80)",,
"('145.120.4.34', 2762, '198.210.73.168', 80)",,
"('163.192.23.32', 80, '145.120.112.186', 1574)",,
"('164.66.48.251', 3121, '222.229.221.84', 80)",,
"('45.171.217.78', 80, '145.120.106.39', 49374)",,
"('186.145.177.144', 3293, '212.18.193.167', 80)",,
"('161.32.193.100', 3732, '46.255.15.101', 80)",,
"('214.206.51.74', 80, '161.32.65.172', 1670)",,
"('44.206.252.163', 80, '161.32.177.68', 3006)",,
"('149.198.203.99', 65004, '215.154.127.135', 80)",,
"('161.32.198.32', 3448, '198.152.35.225', 80)",,
"('149.198.202.136', 60968, '104.20.177.69', 80)",,
"('161.32.173.69', 33605, '46.210.204.80', 80)",,
"('214.206.48.31', 80, '161.32.177.135', 1693)",,
"('161.32.69.217', 1734, '44.47.194.235', 80)",,
"('192.85.10.56', 39322, '95.16.91.42', 80)",,
"('192.114.236.80', 80, '43.109.79.249', 49551)",,
"('192.188.244.205', 45479, '192.114.235.26', 80)",,
"('161.32.65.172', 1653, '214.206.51.151', 80)",,
"('160.72.150.107', 37359, '46.27.81.98', 80)",,
"('92.198.144.54', 80, '164.66.226.190', 54280)",,
"('164.66.219.59', 2711, '43.34.12.62', 80)",,
"('216.196.178.47', 80, '193.188.203.82', 1938)",,
"('182.56.80.63', 80, '192.104.175.167', 62327)",,
"('182.56.45.83', 3243, '214.206.51.78', 80)",,
"('215.66.129.87', 80, '193.188.201.199', 2191)",,
"('160.72.170.96', 80, '92.200.36.197', 61977)",,
"('160.26.149.249', 21653, '107.10.152.224', 80)",,
"('164.66.46.8', 80, '49.54.229.44', 10302)",,
"('172.20.34.47', 2886, '47.161.114.196', 80)",,
"('145.120.125.133', 1722, '213.23.207.114', 80)",,
"('164.143.213.44', 1799, '11.43.100.100', 80)",,
"('221.224.105.200', 80, '161.32.133.174', 21189)",,
"('46.51.255.42', 33785, '192.114.235.26', 80)",,
"('149.198.202.137', 62257, '44.206.252.141', 80)",,
"('212.199.141.67', 80, '193.188.208.221', 4238)",,
"('164.93.70.235', 47360, '212.30.112.42', 80)",,
"('145.120.108.109', 3256, '69.95.12.235', 80)",,
"('182.56.80.63', 80, '192.144.135.64', 42503)",,
"('164.93.87.120', 23090, '193.44.201.172', 80)",,
"('193.188.201.133', 1671, '44.206.252.198', 80)",,
"('11.43.102.51', 80, '193.176.24.122', 47434)",,
"('186.145.216.232', 49211, '46.224.101.63', 80)",,
"('193.188.201.199', 2209, '11.43.100.83', 80)",,
"('92.198.144.54', 80, '164.66.226.190', 54257)",,
"('182.56.80.63', 80, '212.33.136.158', 2788)",,
"('161.32.9.231', 1965, '69.68.216.198', 80)",,
"('161.32.181.221', 1522, '214.206.49.60', 80)",,
"('149.198.203.99', 65128, '46.224.98.177', 80)",,
"('186.145.96.28', 1336, '92.11.250.40', 80)",,
"('160.72.128.200', 2697, '52.144.24.11', 80)",,
"('40.105.27.35', 3956, '161.32.17.240', 80)",,
"('92.198.144.54', 80, '164.66.226.190', 54293)",,
"('164.143.180.77', 1351, '92.11.240.153', 80)",,
"('164.66.226.190', 54285, '92.198.144.54', 80)",,
"('164.93.82.130', 60983, '89.118.10.0', 80)",,
"('193.188.201.199', 2208, '43.50.53.142', 80)",,
"('43.43.239.121', 53151, '164.66.46.8', 80)",,
"('213.23.207.114', 80, '193.188.201.182', 59952)",,
"('47.241.229.254', 80, '164.66.48.251', 3118)",,
"('164.66.234.130', 80, '35.27.69.44', 54337)",,
"('164.66.226.190', 54197, '198.210.216.52', 80)",,
"('149.198.203.114', 62455, '222.9.85.15', 80)",,
"('161.32.8.4', 3970, '213.96.240.157', 80)",,
"('149.198.202.137', 62302, '209.48.228.94', 80)",,
"('161.32.40.248', 50191, '46.240.209.77', 80)",,
"('44.206.252.199', 80, '164.143.213.195', 4879)",,
"('145.120.29.45', 2766, '192.22.208.50', 80)",,
"('212.102.209.113', 80, '164.66.234.103', 44724)",,
"('164.93.70.235', 47328, '212.30.112.42', 80)",,
"('69.95.12.235', 80, '145.120.108.109', 3249)",,
"('209.7.26.71', 80, '193.188.203.82', 4859)",,
"('46.224.98.205', 80, '164.191.23.53', 54422)",,
"('164.93.40.47', 4673, '11.43.102.25', 80)",,
"('164.66.48.251', 3120, '209.0.38.184', 80)",,
"('193.176.28.14', 53678, '11.43.102.29', 80)",,
"('164.66.226.190', 54268, '92.198.144.54', 80)",,
"('199.145.198.91', 80, '193.188.203.82', 1966)",,
"('198.210.199.29', 80, '161.32.2.115', 35473)",,
"('35.3.204.143', 80, '161.32.69.24', 1689)",,
"('44.206.249.194', 80, '164.66.245.46', 15646)",,
"('193.188.201.182', 53193, '46.224.98.177', 80)",,
"('149.198.202.136', 60847, '199.5.115.131', 80)",,
"('53.186.21.52', 80, '193.188.201.199', 2361)",,
"('44.35.85.38', 80, '161.32.2.115', 35405)",,
"('192.114.236.44', 80, '220.75.138.83', 55331)",,
"('46.224.98.187', 80, '145.120.107.51', 1209)",,
"('88.165.95.49', 80, '164.88.48.135', 53426)",,
"('161.32.196.178', 34463, '44.35.106.122', 80)",,
"('149.198.202.137', 62518, '46.210.197.24', 80)",,
"('161.33.77.98', 34924, '200.134.43.226', 80)",,
"('161.32.66.3', 49853, '213.80.58.233', 80)",,
"('198.152.35.201', 80, '161.32.12.92', 1528)",,
"('149.198.202.136', 61012, '44.206.224.74', 80)",,
"('221.224.105.200', 80, '161.32.133.174', 21179)",,
"('149.198.202.136', 60806, '213.23.207.114', 80)",,
"('149.198.202.137', 62325, '42.65.169.120', 80)",,
"('92.11.240.168', 80, '161.32.7.70', 47117)",,
"('193.188.203.82', 1977, '209.83.219.170', 80)",,
"('164.66.226.190', 54294, '92.198.144.54', 80)",,
"('161.32.17.242', 80, '198.152.15.67', 39108)",,
"('192.114.236.19', 80, '220.75.138.83', 55333)",,
"('164.93.70.235', 47352, '212.30.112.42', 80)",,
"('161.32.173.69', 33827, '223.151.202.134', 80)",,
"('69.95.12.235', 80, '145.120.108.109', 3262)",,
"('182.56.97.177', 63895, '214.206.50.235', 80)",,
"('46.224.98.187', 80, '161.32.40.248', 50189)",,
"('161.32.74.61', 54213, '46.224.98.187', 80)",,
"('48.74.60.25', 80, '164.66.46.8', 38875)",,
"('164.66.46.80', 3601, '193.44.192.40', 80)",,
"('213.180.145.98', 62264, '192.114.235.26', 80)",,
"('213.23.207.114', 80, '193.188.201.199', 1802)",,
"('164.93.70.235', 47294, '212.30.112.42', 80)",,
"('161.32.7.70', 47116, '92.11.240.130', 80)",,
"('161.32.40.248', 50200, '46.240.209.77', 80)",,
"('164.93.32.205', 1436, '35.3.204.143', 80)",,
"('145.120.37.192', 1710, '46.224.98.177', 80)",,
"('186.145.138.214', 2826, '11.43.102.22', 80)",,
"('193.216.223.67', 80, '193.188.201.182', 44100)",,
"('192.114.238.152', 80, '45.170.55.17', 45292)",,
"('161.32.65.172', 1655, '214.206.51.151', 80)",,
"('186.145.180.102', 1034, '11.43.102.25', 80)",,
"('164.93.91.142', 64118, '221.236.43.119', 80)",,
"('164.66.46.8', 80, '206.217.79.156', 10972)",,
"('164.66.226.190', 54277, '92.198.144.54', 80)",,
"('42.65.177.182', 31196, '164.66.91.191', 80)",,
"('44.206.252.163', 80, '161.32.5.77', 1171)",,
"('161.32.7.70', 47117, '92.11.240.168', 80)",,
"('161.32.68.161', 2980, '46.181.202.75', 80)",,
"('161.33.109.242', 32787, '208.96.28.209', 80)",,
"('161.32.173.69', 34613, '46.210.204.80', 80)",,
"('164.143.51.169', 47547, '223.105.162.120', 80)",,
"('161.32.74.0', 49869, '193.44.192.11', 80)",,
"('192.114.235.26', 80, '193.203.223.192', 54137)",,
"('145.120.146.114', 3318, '44.35.98.77', 80)",,
"('161.32.173.69', 33955, '212.198.144.48', 80)",,
"('44.206.249.138', 80, '164.143.180.118', 2459)",,
"('182.56.97.177', 64067, '214.206.50.152', 80)",,
"('193.188.208.221', 4226, '212.199.141.67', 80)",,
"('193.188.208.209', 62710, '214.23.91.208', 80)",,
"('198.210.73.170', 80, '161.32.81.203', 61350)",,
"('92.177.24.224', 1849, '192.114.236.80', 80)",,
"('149.198.203.99', 65142, '213.23.207.114', 80)",,
"('149.198.202.137', 62462, '46.7.245.95', 80)",,
"('186.145.44.73', 16171, '52.144.27.92', 80)",,
"('145.120.108.109', 3258, '69.95.12.235', 80)",,
"('161.32.173.69', 34469, '46.210.204.80', 80)",,
"('164.93.58.28', 2506, '47.241.12.217', 80)",,
"('182.77.163.91', 47798, '193.164.240.136', 80)",,
"('164.93.34.104', 7600, '46.180.20.128', 80)",,
"('161.32.202.61', 2696, '45.215.27.188', 80)",,
"('44.206.252.198', 80, '193.188.201.133', 1671)",,
"('149.198.202.136', 60857, '213.23.207.114', 80)",,
"('161.32.248.150', 1152, '213.123.183.108', 80)",,
"('149.198.203.114', 62506, '223.40.206.20', 80)",,
"('164.66.234.131', 80, '192.190.17.213', 8154)",,
"('192.64.203.63', 80, '193.188.201.199', 2104)",,
"('145.120.105.53', 1736, '213.80.60.199', 80)",,
"('149.198.149.188', 80, '152.46.249.71', 33717)",,
"('221.224.105.200', 80, '161.32.133.174', 21169)",,
"('164.66.46.8', 39206, '44.19.115.109', 80)",,
"('149.198.202.136', 60166, '44.206.252.199', 80)",,
"('161.32.196.178', 34462, '44.35.97.44', 80)",,
"('44.35.97.44', 80, '161.32.196.178', 34462)",,
"('11.43.102.73', 80, '164.88.48.131', 60258)",,
"('69.95.12.235', 80, '145.120.108.109', 3252)",,
"('149.198.202.136', 60914, '69.94.91.9', 80)",,
"('164.66.182.141', 51306, '213.80.56.18', 80)",,
"('192.114.236.80', 80, '32.173.186.145', 1603)",,
"('161.32.248.150', 1153, '45.171.169.60', 80)",,
"('149.198.202.137', 62367, '46.224.98.187', 80)",,
"('164.143.209.21', 3250, '11.43.100.100', 80)",,
"('44.206.252.198', 80, '145.120.192.99', 1623)",,
"('182.56.80.63', 80, '93.104.202.38', 2345)",,
"('182.56.80.154', 29842, '92.11.250.40', 80)",,
"('192.114.236.80', 80, '42.192.43.248', 3981)",,
"('161.32.168.19', 1847, '92.11.240.168', 80)",,
"('69.68.216.198', 80, '161.32.9.231', 1967)",,
"('149.198.202.137', 62525, '56.136.248.216', 80)",,
"('214.236.139.242', 80, '164.66.235.92', 50239)",,
"('46.224.98.187', 80, '161.32.225.75', 62209)",,
"('186.145.25.137', 4181, '212.102.214.2', 80)",,
"('164.66.226.190', 54291, '92.198.144.54', 80)",,
"('46.98.84.154', 41155, '192.114.235.26', 80)",,
"('172.20.32.208', 1212, '52.97.29.177', 80)",,
"('145.120.163.3', 2278, '46.224.98.187', 80)",,
"('214.206.48.188', 80, '193.188.224.94', 24177)",,
"('214.206.51.143', 80, '193.176.213.120', 51172)",,
"('203.5.4.248', 23302, '164.66.92.211', 80)",,
"('186.145.217.103', 61829, '193.44.193.116', 80)",,
"('161.32.8.4', 3857, '218.34.48.0', 80)",,
"('164.93.136.208', 1720, '193.44.194.231', 80)",,
"('149.198.202.136', 60987, '198.13.195.172', 80)",,
"('193.188.224.94', 24297, '198.152.35.44', 80)",,
"('164.93.58.28', 2500, '47.241.12.212', 80)",,
"('202.220.47.167', 49204, '192.114.236.80', 80)",,
"('46.224.98.177', 80, '161.32.168.219', 60116)",,
"('164.93.41.167', 46336, '192.182.115.227', 80)",,
"('192.114.237.214', 58269, '193.164.237.10', 80)",,
"('145.120.106.39', 49379, '45.171.217.78', 80)",,
"('164.66.46.8', 80, '53.192.201.23', 1855)",,
"('161.32.65.172', 1649, '214.206.51.142', 80)",,
"('46.224.98.187', 80, '193.188.201.182', 49544)",,
"('164.143.178.8', 1541, '221.70.76.106', 80)",,
"('193.176.24.117', 80, '221.5.127.207', 4504)",,
"('164.143.178.156', 2524, '193.251.76.77', 80)",,
"('192.114.235.26', 80, '192.137.9.118', 36206)",,
"('220.75.138.83', 55307, '192.114.237.209', 80)",,
"('149.198.202.136', 60864, '215.198.65.166', 80)",,
"('164.143.169.37', 4257, '213.23.207.182', 80)",,
"('164.93.70.235', 47354, '212.30.112.42', 80)",,
"('149.198.196.162', 80, '46.224.120.216', 43725)",,
"('69.64.1.95', 80, '193.188.224.94', 24227)",,
"('193.143.121.37', 53616, '217.169.206.128', 80)",,
"('161.32.12.92', 1556, '198.210.73.173', 80)",,
"('164.93.0.135', 31344, '212.30.121.177', 80)",,
"('145.120.188.67', 80, '220.75.138.77', 46537)",,
"('161.32.40.248', 50202, '46.240.209.77', 80)",,
"('160.26.149.249', 21654, '107.10.152.224', 80)",,
"('186.145.177.144', 3441, '212.18.193.166', 80)",,
"('161.32.12.92', 1559, '215.202.84.11', 80)",,
"('149.198.202.137', 62546, '44.213.83.89', 80)",,
"('92.11.240.130', 80, '161.32.131.65', 1055)",,
"('186.145.145.7', 3175, '193.44.201.172', 80)",,
"('149.198.202.137', 62027, '69.94.91.121', 80)",,
"('149.198.202.137', 62464, '44.206.252.199', 80)",,
"('192.85.32.223', 47759, '213.23.207.114', 80)",,
"('160.26.216.171', 63717, '221.167.56.8', 80)",,
"('149.198.202.136', 60998, '222.9.85.15', 80)",,
"('182.56.80.63', 80, '201.219.210.119', 58872)",,
"('218.34.205.152', 80, '164.88.48.132', 57842)",,
"('149.198.202.137', 62532, '222.233.136.139', 80)",,
"('149.198.202.136', 60915, '223.151.202.73', 80)",,
"('192.114.236.80', 80, '48.11.126.154', 9924)",,
"('164.93.0.135', 31327, '212.30.121.177', 80)",,
"('192.114.232.238', 80, '217.106.132.228', 34654)",,
"('149.198.202.137', 59167, '44.206.252.199', 80)",,
"('161.32.38.70', 80, '212.36.40.221', 3382)",,
"('186.145.44.73', 16173, '52.144.27.92', 80)",,
"('149.198.202.136', 61358, '95.16.80.51', 80)",,
"('145.120.106.39', 49389, '163.56.53.247', 80)",,
"('11.43.100.173', 80, '145.120.78.58', 34108)",,
"('182.56.97.28', 2646, '11.43.102.114', 80)",,
"('164.93.70.235', 47320, '212.30.112.42', 80)",,
"('182.56.80.154', 29815, '221.167.56.41', 80)",,
"('149.198.202.137', 62372, '46.32.148.144', 80)",,
"('149.198.202.137', 55860, '11.43.100.83', 80)",,
"('46.224.98.135', 80, '161.32.131.18', 51839)",,
"('44.47.194.196', 80, '161.32.30.37', 3126)",,
"('164.66.220.123', 3090, '198.210.216.55', 80)",,
